NO_ASET,SUB_ASET,NO_ITEM,RINCIAN,NO_POLIS,TGL_POLIS,PREMI,KETERANGAN_ASURANSI,ALASAN_ASURANSI,CREATED_BY,CREATED_ON,MODIFIED_BY,MODIFIED_ON,STATUS,PERIODE,TAHUN,NO_ASURANSI,SCAN
120508000503,0,1,,0202.22.002.4.00001-1/00,Fri Feb 03 2023 00:00:00 GMT+0700 (Western Indonesia Time),971707740,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11092023100339654c4c0b4b877.pdf
120401000202,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,-,,,,,1,6,2023,1,
120501000399,0,1,,0102.22.002.4.00001-1/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),249797639,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11092023160058654c9fca441b4.pdf
120502002232,0,1,,0906.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),6123859975,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11102023101824654da100a37ae.pdf
120508000347,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,,,,,,1,6,2023,1,
120504001215,0,1,,0701.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990267,1 TAHUN,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11112023212356654f8e7c4f1c1.pdf
120504001214,0,1,,0701.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990267,1 TAHUN,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11112023212611654f8f0329a47.pdf
120504001212,0,1,,0701.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990267,1 TAHUN,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11112023231730654fa91a95ad6.pdf
120504001211,0,1,,0701.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990267,1 TAHUN,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11112023232459654faadb5bd07.pdf
120504001210,0,1,,0701.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990267,1 TAHUN,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11112023232745654fab817e2ef.pdf
120504001209,0,1,,0701.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990267,1 TAHUN,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11112023233211654fac8b16a23.pdf
120504001208,0,1,,0701.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990267,1 TAHUN,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11112023233803654fadeb08cf7.pdf
120504001207,0,1,,0701.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990267,1 TAHUN,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11112023234039654fae8786464.pdf
120504001178,0,1,,0701.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990267,1 TAHUN,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11122023145534655084f6aff7f.pdf
120504001179,0,1,,0701.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990267,1 TAHUN,,,,,,1,6,2023,1,storage/upload/scan_asuransi/1112202314574565508579c752e.pdf
120504001180,0,1,,,,,,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11122023145834655085aa27d1e.pdf
120504001183,0,1,,0701.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990267,1 TAHUN,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11122023150314655086c24566e.pdf
120502002215,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,Karena bukan investasi fisik,,,,,1,6,2023,1,
120502002257,0,1,,0906.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),6123859975,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/1113202307353765516f59820de.pdf
120504001582,0,1,,0701.22.002.4.00001-1/100,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990268,1 Tahun,,,,,,1,6,2023,1,storage/upload/scan_asuransi/1113202307365065516fa29cdb0.pdf
120504001585,0,1,,0701.22.002.4.00001-1/100,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990268,1 Tahun,,,,,,1,6,2023,1,storage/upload/scan_asuransi/111320230753196551737f583ce.pdf
120502001693,0,1,,0906.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),6123859975,31-12-2022 sd 31-12-2023,,,,,,1,6,2023,1,
120504001626,0,1,,0701.22.002.4.00001-1/100,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990268,1 Tahun,,,,,,1,6,2023,1,storage/upload/scan_asuransi/1113202308431365517f316b8df.pdf
120505001570,0,1,,0103.22.002.4.00001-1/00,Wed Feb 02 2022 00:00:00 GMT+0700 (Western Indonesia Time),199838111,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/1113202308432765517f3fdb4e4.pdf
120506001609,0,1,,0103.22.002.4.00001-1/00,Wed Feb 02 2022 00:00:00 GMT+0700 (Western Indonesia Time),200,31-12-2022 sd 31-12-2023,,,,,,1,6,2023,1,
120507000991,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,aset dalam proses penghapusan,,,,,1,6,2023,1,
120502001721,0,1,,0906.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),6123859975,31-12-2022 sd 31-12-2023,,,,,,1,6,2023,1,
120502001720,0,1,,0906.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),6123859975,31-12-2022 sd 31-12-2023,,,,,,1,6,2023,1,
120506002018,0,1,,0103.22.002.4.00001-1/00,Wed Feb 02 2022 00:00:00 GMT+0700 (Western Indonesia Time),199838111,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/111320230957326551909cd2e98.pdf
120502001657,0,1,,0906.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),612385997500,31-12-2022 sd 31-12-2023,,,,,,1,6,2023,1,
120502001719,0,1,,0906.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),6123859975,31-12-2022 sd 31-12-2023,,,,,,1,6,2023,1,
120506002019,0,1,,0103.22.002.4.00001-1/00,Wed Feb 02 2022 00:00:00 GMT+0700 (Western Indonesia Time),199838111,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/111320231005276551927768822.pdf
120506002128,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,-,,,,,1,6,2023,1,
120502001658,0,1,,0906.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),612385997500,31-12-2022 sd 31-12-2023,,,,,,1,6,2023,1,
120502001718,0,1,,0906.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),6123859975,31-12-2022 sd 31-12-2023,,,,,,1,6,2023,1,
120506002020,0,1,,0103.22.002.4.00001-1/00,Wed Feb 02 2022 00:00:00 GMT+0700 (Western Indonesia Time),199838111,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/111320231008436551933b960c5.pdf
120502001717,0,1,,0906.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),6123859975,31-12-2022 sd 31-12-2023,,,,,,1,6,2023,1,
120502001659,0,1,,0906.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),612385997500,31-12-2022 sd 31-12-2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11132023101151655193f7c86a9.pdf
120506002026,0,1,,0103.22.002.4.00001-1/00,Wed Feb 02 2022 00:00:00 GMT+0700 (Western Indonesia Time),199838111,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11132023101240655194287a142.pdf
120506001601,0,1,,0103.22.002.4.00001-1/00,Wed Feb 02 2022 00:00:00 GMT+0700 (Western Indonesia Time),19983811100,31-12-2022 sd 31-12-2023,,,,,,1,6,2023,1,
120507000328,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,PROSES PENGHAPUSAN ASET 2023 KE KPKNL SEMARANG,,,,,1,6,2023,1,
120506001615,0,1,,,,,,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11032023133738654495321b8fa.pdf
120504001417,0,1,,0701.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),3644405,31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/1103202314164965449e6142bc2.pdf
120504001107,0,1,,0701.22.002.4.0001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),25630179,31 DES 23,,,,,,1,6,2023,1,storage/upload/scan_asuransi/110320231424266544a02aba5d9.pdf
120502001761,0,1,,,,,,,,,,,1,6,2023,1,storage/upload/scan_asuransi/110320231431076544a1bbb08f8.pdf
120506002099,0,1,,,,,,,,,,,1,6,2023,1,storage/upload/scan_asuransi/110320231459076544a84b67b2b.pdf
120506001775,0,1,,010302002400001-1/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),199838111,31 desember 2023,,,,,,1,6,2023,3,storage/upload/scan_asuransi/110620231711226548bbca1c4dc.pdf
120502001753,0,1,,,,,,,,,,,1,6,2023,1,storage/upload/scan_asuransi/1105202312511865472d5655e14.pdf
120504001528,0,1,,,,,,,,,,,1,6,2023,1,storage/upload/scan_asuransi/110620231423026548945643224.pdf
120504001105,0,1,,0701.22.002.4.0001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),19705170,31 DES 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/110620231657006548b86c67712.pdf
120502001930,0,1,Civil Engineering Complleted Risks (CECR),0906.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),6123859975,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS CECR PT PELINDO REGIONAL 4_compressed20231127112403.pdf
120508000331,0,1,,0202.22.002.4.00001-1/00,Sat Dec 31 2022 00:00:00 GMT+0700 (Western Indonesia Time),6668191700,31 DES 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/110720231507516549f057e21ed.pdf
120502002178,0,1,Civil Engineering Complleted Risks (CECR),0906.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),6123859975,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS CECR PT PELINDO REGIONAL 4_compressed20231127112403.pdf
120506001784,0,1,Property All Risks (PAR),0103.22.002.4.00001-1/00,Fri Dec 15 2023 00:00:00 GMT+0700 (Western Indonesia Time),199838111,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS PAR PT PELINDO REGIONAL 4_compressed20231127113020.pdf
120506001755,0,1,Civil Engineering Complleted Risks (CECR),0906.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),6123859975,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS CECR PT PELINDO REGIONAL 4_compressed20231127112403.pdf
120504001106,0,1,,0701.22.002.4.0001-1/00,Tue Jan 24 2023 00:00:00 GMT+0700 (Western Indonesia Time),2031477,31 DES 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11082023145048654b3dd8db7c9.pdf
120508000499,0,1,,0202.22.002.4.00001-1/00,Fri Feb 03 2023 00:00:00 GMT+0700 (Western Indonesia Time),971707740,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11092023100618654c4caade6f3.pdf
120508000498,0,1,,0202.22.002.4.00001-1/00,Fri Feb 03 2023 00:00:00 GMT+0700 (Western Indonesia Time),971707740,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11092023100916654c4d5cae9c8.pdf
120506001763,0,1,Property All Risks (PAR),0103.22.002.4.00001-1/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),199838111,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/dokumen_polis/POLIS PAR PT PELINDO REGIONAL 4_compressed20231127113020.pdf
120501000393,0,1,,0102.22.002.4.00001-1/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),249797639,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11092023154743654c9cafecd51.pdf
120501000394,0,1,,0102.22.002.4.00001-1/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),249797639,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11092023154950654c9d2ec5fb4.pdf
120501000395,0,1,,0102.22.002.4.00001-1/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),249797639,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11092023155142654c9d9e4d3c9.pdf
120501000396,0,1,,0102.22.002.4.00001-1/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),249797639,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11092023155524654c9e7c845f8.pdf
120501000398,0,1,,0102.22.002.4.00001-1/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),249797639,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11092023155912654c9f6045841.pdf
120502002222,0,1,,0906.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),6123859975,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11102023093716654d975c71249.pdf
120504001062,0,1,,0701.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990268,31-12-2022 sd 31-12-2023,,,,,,1,6,2023,1,
120502002226,0,1,,0906.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),6123859975,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11102023095720654d9c10d5875.pdf
120502002233,0,1,,0906.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),6123859975,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11102023102152654da1d064ca1.pdf
120502002234,0,1,,0906.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),6123859975,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11102023102449654da2815beb4.pdf
120502002235,0,1,,0906.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),6123859975,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11102023102650654da2faf0aa1.pdf
120507000992,0,1,,0904.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),32091540,31 DESEMBER 2023,Tidak digunakan,,,,,1,6,2023,1,storage/upload/scan_asuransi/11102023151534654de6a612030.pdf
120507000994,0,1,,0904.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),32091540,31 DESEMBER 2023,Tidak digunakan,,,,,1,6,2023,1,storage/upload/scan_asuransi/11102023152353654de899e948c.pdf
120507000995,0,1,,0904.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),32091540,31 DESEMBER 2023,Tidak digunakan,,,,,1,6,2023,1,storage/upload/scan_asuransi/11102023152644654de944d3659.pdf
120504001173,0,1,,0701.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990267,1 TAHUN,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11122023143755655080d3a8cb4.pdf
120504001174,0,1,,,,,,,,,,,1,6,2023,1,storage/upload/scan_asuransi/111220231439426550813e7e1df.pdf
120504001175,0,1,,,,,,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11122023144159655081c736918.pdf
120504001176,0,1,,0701.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990267,1 TAHUN,,,,,,1,6,2023,1,storage/upload/scan_asuransi/1112202314432865508220e4231.pdf
120504001177,0,1,,0701.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990267,1 TAHUN,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11122023144536655082a061cd5.pdf
120502001716,0,1,,0906.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),6123859975,31-12-2022 sd 31-12-2023,,,,,,1,6,2023,1,
120508000282,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,,,,,,1,6,2023,1,storage/upload/scan_asuransi/111320231159286551ad3056c66.pdf
120502001715,0,1,,0906.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),6123859975,31-12-2022 sd 31-12-2023,,,,,,1,6,2023,1,
120502001660,0,1,,0906.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),612385997500,31-12-2022 sd 31-12-2023,,,,,,1,6,2023,1,
120506002187,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,-,,,,,1,6,2023,1,
120505001429,0,1,,0906.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),6123859975,31-12-2022 sd 31-12-2023,,,,,,1,6,2023,1,
120502001704,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,sudah usul hapus,,,,,1,6,2023,1,
120506002025,0,1,,0103.22.002.4.00001-1/00,Thu Feb 02 2023 00:00:00 GMT+0700 (Western Indonesia Time),199838111,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/1113202310261065519752440f4.pdf
120505001428,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,-,,,,,1,6,2023,1,
120502001673,0,1,,0906.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),612385997500,31-12-2022 sd 31-12-2023,,,,,,1,6,2023,1,
120502001728,0,1,,0103.22.002.4.00001-1/00,Wed Feb 02 2022 00:00:00 GMT+0700 (Western Indonesia Time),200,31-12-2022 sd 31-12-2023,,,,,,1,6,2023,1,
120505001427,0,1,,0906.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),6123859975,31-12-2022 sd 31-12-2023,,,,,,1,6,2023,1,
120506002028,0,1,,0103.22.002.4.00001-1/00,Wed Feb 02 2022 00:00:00 GMT+0700 (Western Indonesia Time),199838111,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11132023103220655198c458d9b.pdf
120502001669,0,1,,0906.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),6123859975,31-12-2022 sd 31-12-2023,,,,,,1,6,2023,1,
120506002029,0,1,,0103.22.002.4.00001-1/00,Wed Feb 02 2022 00:00:00 GMT+0700 (Western Indonesia Time),199838111,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/1113202310353365519985e3d5e.pdf
120506001583,0,1,,0103.22.002.4.00001-1/00,Wed Feb 02 2022 00:00:00 GMT+0700 (Western Indonesia Time),200,31-12-2022 sd 31-12-2023,,,,,,1,6,2023,1,
120502001662,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,sudah usul hapus,,,,,1,6,2023,1,
120502001668,0,1,,0906.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),6123859975,31-12-2022 sd 31-12-2023,,,,,,1,6,2023,1,
120506002031,0,1,,0103.22.002.4.00001-1/00,Wed Feb 02 2022 00:00:00 GMT+0700 (Western Indonesia Time),199838111,31 Desember 2022 - 31 Desember 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/1113202310382765519a33a2cc5.pdf
120502001689,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,-,,,,,1,6,2023,1,
120402000002,0,1,,0906.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),6,31-12-2022 sd 31-12-2023,,,,,,1,6,2023,1,
120502001680,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,-,,,,,1,6,2023,1,
120502001681,0,1,,0906.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),6123859975,31-12-2022 sd 31-12-2023,,,,,,1,6,2023,1,
120504001074,0,1,,0701.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10,31-12-2022 sd 31-12-2023,,,,,,1,6,2023,1,
120502001679,0,1,,0906.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),612385997500,31-12-2022 sd 31-12-2023,,,,,,1,6,2023,1,
120502001678,0,1,,0906.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),612385997500,31-12-2022 sd 31-12-2023,,,,,,1,6,2023,1,
120501000492,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,-,,,,,1,6,2023,1,
120502001676,0,1,,0906.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),6123859975,31-12-2022 sd 31-12-2023,,,,,,1,6,2023,1,
120506001683,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,-,,,,,1,6,2023,1,
120507000996,0,1,,0904.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),32091540,31 DESEMBER 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11102023153036654dea2c2eff4.pdf
120508000350,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,,,,,,1,6,2023,1,
120508000349,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,,,,,,1,6,2023,1,
120507000999,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,,,,,,1,6,2023,1,
120506002160,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,,,,,,1,6,2023,1,
120504001702,0,1,,0701.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990267,1 TAHUN,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11112023195918654f7aa61de19.pdf
120504001625,0,1,,0701.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990267,1 TAHUN,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11112023202440654f80985222e.pdf
120504001202,0,1,,0701.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990267,1 TAHUN,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11112023235050654fb0ea2142c.pdf
120504001201,0,1,,0701.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990267,1 TAHUN,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11112023235255654fb167f3520.pdf
120504001147,0,1,,0701.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990267,1 TAHUN,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11122023132912655070b882e2a.pdf
120504001148,0,1,,0701.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990267,1 TAHUN,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11122023133048655071186e32e.pdf
120504001166,0,1,,0701.22.002.4.00001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),10046990267,1 TAHUN,,,,,,1,6,2023,1,storage/upload/scan_asuransi/1112202314163865507bd646dd9.pdf
120507000336,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,USUL HAPUS ASET 2023 SECARA ADMINISTRASI,,,,,1,6,2023,1,
120507000330,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,USUL HAPUS ASET 2023 SECARA ADMINISTRASI,,,,,1,6,2023,1,
120507000342,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,UAUL HAPUS ASET 2023 JUAL/LELANG,,,,,1,6,2023,1,
120507000343,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,USUL HAPUS ASET 2023 JUAL/LELANG,,,,,1,6,2023,1,
120507000344,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,USUL HAPUS ASET 2023 JUAL/LELANG,,,,,1,6,2023,1,
120504001789,0,1,,,,,,,,,,,1,6,2023,1,storage/upload/scan_asuransi/110620231324146548868e6b2e3.pdf
120504001083,0,1,,,,,,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11062023140841654890f9861c0.pdf
120504001458,0,1,,,,,,,,,,,1,6,2023,1,storage/upload/scan_asuransi/110620231414186548924a5adb4.pdf
120505001629,0,1,,,,,,,,,,,1,6,2023,1,storage/upload/scan_asuransi/1106202314483265489a509338e.pdf
120505001447,0,1,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,,Rusak,,,,,1,6,2023,1,
120503000150,0,1,,0401.22.002.4.00001-1/100,Sat Dec 31 2022 00:00:00 GMT+0700 (Western Indonesia Time),3291936,31 DES 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11082023142550654b37fe501b4.pdf
120504001378,0,1,,0701.22.002.4.0001-1/00,Tue Jan 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),1760250,31 DES 2023,,,,,,1,6,2023,1,storage/upload/scan_asuransi/11082023150521654b41414a09b.pdf
