NO_ASET,SUB_ASET,STATUS_PENGELOLAAN_RINCIAN,NAMA_PENYEWA,NO_KONTRAK_SEWA,AWAL_PERJANJIAN,AKHIR_PERJANJIAN,CREATED_BY,CREATED_ON,MODIFIED_BY,MODIFIED_ON,PIHAK_YANG_MENEMPATI,TAHUN,PERIODE,USES_TYPE,NO_USES,SCAN,NO_ITEM
120507000701,0,,,,,,,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/1114202314440665532546209db.pdf,1
120507000702,0,,,,,,,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/111420231444426553256adee8e.pdf,1
120507000707,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/111420231445196553258fe1698.pdf,1
120507000703,0,,,,,,,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/11142023144523655325939a361.pdf,1
120507000704,0,,,,,,,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/11142023144602655325ba21fa1.pdf,1
120507000705,0,,,,,,,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/11142023144642655325e26514b.pdf,1
120507000706,0,,,,,,,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/111420231447226553260a27527.pdf,1
120507000800,0,,,,,,,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/11142023145515655327e3d9924.pdf,1
120506002098,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),PELINDO,2023,7,O001,1,,1
120507000801,0,,,,,,,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/1114202315194565532da149943.pdf,1
120507000802,0,,,,,,,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/1114202315211565532dfbc5f5e.pdf,1
120507000803,0,,,,,,,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/1114202315215665532e241a963.pdf,1
120507000805,0,,,,,,,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/1114202315232465532e7cb4d40.pdf,1
120501000695,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),PELINDO,2023,7,O001,1,,1
120507000605,0,,,,,,,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/1114202315252365532ef3ab7b2.pdf,1
120507000572,0,,,,,,,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/1114202315264965532f49e6933.pdf,1
120507000565,0,,,,,,,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/1114202315274265532f7ef2f07.pdf,1
120509000418,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),PELINDO,2023,7,O001,1,,1
120507000566,0,,,,,,,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/1114202315285965532fcb83b94.pdf,1
120507000568,0,,,,,,,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/11142023152957655330052579a.pdf,1
120502003578,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:27 GMT+0700 (Western Indonesia Time),-,2023,7,O001,1,,1
120508000577,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,2023,7,O007,1,,1
120502003509,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),-,2023,7,O001,1,,1
120502003529,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),-,2023,7,O001,1,,1
120509000720,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,2023,7,O001,1,,1
120509000719,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,2023,7,O001,1,,1
120503000210,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,2023,7,O007,1,,1
120505002135,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),Pelindo,2023,7,O001,1,,1
120501000550,0,,"Sudaryani, H. Abdullah D, Sri Lely Novita, Zuhra",UM.50/1/2/LSM/REG1-23,Sun Jan 01 2023 00:00:00 GMT+0700 (Western Indonesia Time),Sun Dec 31 2023 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,2023,7,O002,1,,1
120505002269,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),Pelindo,2023,7,O001,1,,1
120502005080,0,,,,,,,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/11302023160601656842693a44d.pdf,1
120502003531,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),PELINDO,2023,7,O001,1,,1
120509000756,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),-,2023,7,O001,1,,1
120504000855,0,,,,,,,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/12182023111010657fb8121c206.pdf,1
120503000168,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),PT Pelindo Labuan Bajo,2023,7,O001,2,,1
120509000755,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),-,2023,7,O001,1,,1
120509000751,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),-,2023,7,O001,1,,1
120502002826,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,2023,7,O001,1,,1
120509000749,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),-,2023,7,O001,1,,1
120509000753,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),-,2023,7,O001,1,,1
120506002327,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),PT. Pelindo Cabang Sibolga,2023,7,O001,1,,1
120502002849,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,2023,7,O003,1,,1
120502002850,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,2023,7,O001,1,,1
120509000223,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),Pelindo,2023,7,O001,1,storage/upload/scan_pengelolaan/113020231418556568294f8ffb5.pdf,1
120503000212,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,2023,7,O001,1,,1
120505002208,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,2023,7,O001,1,,1
120505002212,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,2023,7,O001,1,,1
120505002214,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,2023,7,O001,1,,1
120505002220,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,2023,7,O001,1,,1
120502004998,0,,,,,,,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:30 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/11302023142120656829e0767a2.pdf,1
120502004633,0,,,,,,,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/11102023113440654db2e07b9a0.pdf,1
120502004636,0,,,,,,,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/11102023114104654db460477fc.pdf,1
120502004637,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),SPMT Tg Intan,2023,7,O003,1,storage/upload/scan_pengelolaan/11102023114245654db4c57bb36.pdf,1
120502004638,0,,,,,,,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/11102023114543654db5770eeb4.pdf,1
120502005185,0,,,,,,,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/11102023115125654db6cde033c.pdf,1
120502003264,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),PTP Banten,2023,7,O003,1,,1
120502004641,0,,,,,,,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/122020230937496582456da303f.pdf,1
120502001356,0,,,,,,,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/11102023115642654db80abfe14.pdf,1
120502001380,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),SPMT,2023,7,O003,1,storage/upload/scan_pengelolaan/11102023115810654db8629d6ba.pdf,1
120502001382,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),SPMT,2023,7,O003,1,storage/upload/scan_pengelolaan/11102023120029654db8ed83031.pdf,1
120502001383,0,,,,,,,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,2023,7,,1,storage/upload/scan_pengelolaan/11102023120215654db95715544.pdf,1
120502004612,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),SPMT Tg Intan,2023,7,O003,1,storage/upload/scan_pengelolaan/11102023123900654dc1f485ab9.pdf,1
120502004640,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),SPMT Tg Intan,2023,7,O003,1,storage/upload/scan_pengelolaan/11102023125432654dc59824521.pdf,1
120502004645,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),SPMT Tg Intan,2023,7,O003,1,storage/upload/scan_pengelolaan/11102023125545654dc5e1c7d38.pdf,1
120502004648,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),SPMT Tg Intan,2023,7,O003,1,storage/upload/scan_pengelolaan/11102023125702654dc62e2c4c6.pdf,1
120502004646,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),SPMT Tg Intan,2023,7,O003,1,storage/upload/scan_pengelolaan/11102023125755654dc66375c27.pdf,1
120502004644,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),SPMT Tg Intan,2023,7,O003,1,storage/upload/scan_pengelolaan/11102023125843654dc6934d426.pdf,1
120502004643,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),SPMT Tg Intan,2023,7,O003,1,storage/upload/scan_pengelolaan/11102023130030654dc6feb6804.pdf,1
120501000643,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,2023,7,O001,1,,1
120502004642,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),SPMT Tg Intan,2023,7,O003,1,storage/upload/scan_pengelolaan/11102023130120654dc73031c16.pdf,1
120502004647,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),SPMT Tg Intan,2023,7,O003,1,storage/upload/scan_pengelolaan/11102023130218654dc76aee693.pdf,1
120502004649,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),SPMT Tg Intan,2023,7,O003,1,storage/upload/scan_pengelolaan/11102023142323654dda6b3f65e.pdf,1
120504001616,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,2023,7,O001,1,,1
120502004650,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),SPMT Tg Intan,2023,7,O003,1,storage/upload/scan_pengelolaan/11102023142507654ddad3eb352.pdf,1
120502004651,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),SPMT Tg Intan,2023,7,O003,1,storage/upload/scan_pengelolaan/11102023142642654ddb3242575.pdf,1
120502004652,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),SPMT Tg Intan,2023,7,O003,1,storage/upload/scan_pengelolaan/11102023142837654ddba53125a.pdf,1
120502004653,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),SPMT Tg Intan,2023,7,O003,1,storage/upload/scan_pengelolaan/11102023142932654ddbdcf1111.pdf,1
120502004655,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),SPMT Tg Intan,2023,7,O003,1,storage/upload/scan_pengelolaan/11102023143044654ddc24a5fe5.pdf,1
120502001385,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),SPMT Tg Intan,2023,7,O003,1,storage/upload/scan_pengelolaan/11102023150136654de36036755.pdf,1
120507000997,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,2023,7,O007,1,,1
120502001699,0,,,,Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),Thu Jan 01 1970 00:00:00 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,Wed Apr 17 2024 16:02:25 GMT+0700 (Western Indonesia Time),,2023,7,O001,1,storage/upload/scan_pengelolaan/11102023154603654dedcbab857.pdf,1
