0,1,2,3,4,5,6,7,8,9,10,11
120403,,,,,Terminal Penumpang Permanen,PI -Terminal Penumpang Permanen,,,1,1204,1204031154
121002,,,,,Fender,KSO -Fender,,,1,1210,1210021005
121002,,,,,Tambatan,KSO -Tambatan,,,1,1210,1210021006
121002,,,,,Talud,KSO -Talud,,,1,1210,1210021007
121002,,,,,Gudang Penumpukan,KSO -Gudang Penumpukan,,,1,1210,1210021008
121002,,,,,Lapangan Penumpukan,KSO -Lapangan Penumpukan,,,1,1210,1210021009
121002,,,,,Jembatan,KSO -Jembatan,,,1,1210,1210021010
121002,,,,,Rail Crane,KSO -Rail Crane,,,1,1210,1210021011
121002,,,,,Ponton/Mooring Buoy,KSO -Ponton/Mooring Buoy,,,1,1210,1210021012
121002,,,,,Terminal Penumpang,KSO -Terminal Penumpang,,,1,1210,1210021013
121002,,,,,Galangan Kapal,KSO -Galangan Kapal,,,1,1210,1210021014
121003,,,,,Kapal Pandu,KSO -Kapal Pandu,,,1,1210,1210031015
121003,,,,,Kapal Tunda,KSO -Kapal Tunda,,,1,1210,1210031016
121003,,,,,Kapal Kepil,KSO -Kapal Kepil,,,1,1210,1210031017
121004,,,,,Kran Darat,KSO -Kran Darat,,,1,1210,1210041019
121004,,,,,Kran Apung,KSO -Kran Apung,,,1,1210,1210041020
121004,,,,,Forklift,KSO -Forklift,,,1,1210,1210041021
121004,,,,,Top Loader,KSO -Top Loader,,,1,1210,1210041022
121004,,,,,Transtainer,KSO -Transtainer,,,1,1210,1210041023
121004,,,,,Spreader,KSO -Spreader,,,1,1210,1210041024
121004,,,,,Head Truck,KSO -Head Truck,,,1,1210,1210041025
121004,,,,,Chassis,KSO -Chassis,,,1,1210,1210041026
121004,,,,,Timbangan,KSO -Timbangan,,,1,1210,1210041027
121004,,,,,Container Crane,KSO -Container Crane,,,1,1210,1210041028
121004,,,,,Dump Truck,KSO -Dump Truck,,,1,1210,1210041029
121005,,,,,Instalasi Air dan Peralatannya,KSO -Instalasi Air dan Peralatannya,,,1,1210,1210051030
121005,,,,,Instalasi Listrik dan Peralata,KSO -Instalasi Listrik dan Peralata,,,1,1210,1210051031
121005,,,,,Instalasi Jaringan dan Peralat,KSO -Instalasi Jaringan dan Peralat,,,1,1210,1210051033
121006,,,,,Jalan dan Jembatan,KSO -Jalan dan Jembatan,,,1,1210,1210061034
121006,,,,,Gedung Pertemuan / Sarana Olah,KSO -Gedung Pertemuan / Sarana Olah,,,1,1210,1210061036
121006,,,,,Gedung Pendidikan dan Latihan,KSO -Gedung Pendidikan dan Latihan,,,1,1210,1210061037
121006,,,,,Gedung Rumah Sakit,KSO -Gedung Rumah Sakit,,,1,1210,1210061038
121006,,,,,Gudang Persediaan,KSO -Gudang Persediaan,,,1,1210,1210061039
121006,,,,,Bengkel dan Garasi,KSO -Bengkel dan Garasi,,,1,1210,1210061040
121006,,,,,Pos Jaga,KSO -Pos Jaga,,,1,1210,1210061041
121006,,,,,Rumah Dinas,KSO -Rumah Dinas,,,1,1210,1210061042
121009,,,,,Pagar Pelabuhan,KSO -Pagar Pelabuhan,,,1,1210,1210091043
121007,,,,,Alat Kerja Teknik,KSO -Alat Kerja Teknik,,,1,1210,1210071044
121007,,,,,Alat Perkantoran,KSO -Alat Perkantoran,,,1,1210,1210071045
121007,,,,,Komputer dan Peralatannya,KSO -Komputer dan Peralatannya,,,1,1210,1210071046
121007,,,,,Alat Pendidikan dan Latihan,KSO -Alat Pendidikan dan Latihan,,,1,1210,1210071047
121007,,,,,Alat Perlengkapan Kapal,KSO -Alat Perlengkapan Kapal,,,1,1210,1210071048
121008,,,,,Mobil,KSO -Mobil,,,1,1210,1210081051
121008,,,,,Sepeda Motor,KSO -Sepeda Motor,,,1,1210,1210081052
121009,,,,,Lapangan Parkir,KSO -Lapangan Parkir,,,1,1210,1210091053
121009,,,,,Riol / Selokan,KSO -Riol / Selokan,,,1,1210,1210091054
121009,,,,,Taman,KSO -Taman,,,1,1210,1210091055
121006,,,,,Bangunan Gudang,KSO -Bangunan Gudang,,,1,1210,1210061056
121006,,,,,Bangunan Tempat Beribadah,KSO -Bangunan Tempat Beribadah,,,1,1210,1210061057
121006,,,,,Bangunan Kantin,KSO -Bangunan Kantin,,,1,1210,1210061058
121002,,,,,Pengerukan Kolam,KSO -Pengerukan Kolam,,,1,1210,1210021059
120654,,,,,Docking Station,KSO -Docking Station,,,1,1210,1206541061
120654,,,,,Jembatan Timbang,KSO -Jembatan Timbang,,,1,1210,1206541062
121004,,,,,Conveyor,KSO -Conveyor,,,1,1210,1210041084
120652,,,,,Proteksi Dolphin,KSO -Proteksi Dolphin,,,1,1210,1206521064
121005,,,,,Battery Charger,KSO -Battery Charger,,,1,1210,1210051065
121005,,,,,Genzet,KSO -Genzet,,,1,1210,1210051066
121005,,,,,System,KSO -System,,,1,1210,1210051067
121002,,,,,Dermaga Beton,KSO -Dermaga Beton,,,1,1210,1210021069
121002,,,,,Dermaga Kayu,KSO -Dermaga Kayu,,,1,1210,1210021071
121002,,,,,Dermaga Ponton,KSO -Dermaga Ponton,,,1,1210,1210021072
121002,,,,,Dolphin,KSO -Dolphin,,,1,1210,1210021073
121002,,,,,Jembatan Roro,KSO -Jembatan Roro,,,1,1210,1210021074
121002,,,,,Trestle/Causeway,KSO -Trestle/Causeway,,,1,1210,1210021075
121002,,,,,Catwalk,KSO -Catwalk,,,1,1210,1210021076
121002,,,,,Gudang Penumpukan Permanen,KSO -Gudang Penumpukan Permanen,,,1,1210,1210021077
121002,,,,,Gudang Penumpukan Semi Permanen,KSO -Gudang Penumpukan Semi Permanen,,,1,1210,1210021078
121002,,,,,Kanal,KSO -Kanal,,,1,1210,1210021079
121002,,,,,Ponton/Mooring Buoy/Pelampung,KSO -Ponton/Mooring Buoy/Pelampung,,,1,1210,1210021080
121002,,,,,Sarana Bantuan Navigasi,KSO -Sarana Bantuan Navigasi,,,1,1210,1210021082
120502,,,,,Kolam Pelabuhan,AT -Kolam Pelabuhan,,,1,1205,1205021002
120502,,,,,Dam / Penahan Gelombang,AT -Dam / Penahan Gelombang,,,1,1205,1205021003
120502,,,,,Dermaga,AT -Dermaga,,,1,1205,1205021004
120502,,,,,Fender,AT -Fender,,,1,1205,1205021005
120502,,,,,Tambatan,AT -Tambatan,,,1,1205,1205021006
120502,,,,,Talud,AT -Talud,,,1,1205,1205021007
120502,,,,,Gudang Penumpukan,AT -Gudang Penumpukan,,,1,1205,1205021008
120502,,,,,Lapangan Penumpukan,AT -Lapangan Penumpukan,,,1,1205,1205021009
120502,,,,,Jembatan,AT -Jembatan,,,1,1205,1205021010
120502,,,,,Rail Crane,AT -Rail Crane,,,1,1205,1205021011
120502,,,,,Ponton/Mooring Buoy,AT -Ponton/Mooring Buoy,,,1,1205,1205021012
120502,,,,,Terminal Penumpang,AT -Terminal Penumpang,,,1,1205,1205021013
120502,,,,,Galangan Kapal,AT -Galangan Kapal,,,1,1205,1205021014
120503,,,,,Kapal Pandu,AT -Kapal Pandu,,,1,1205,1205031015
120503,,,,,Kapal Tunda,AT -Kapal Tunda,,,1,1205,1205031016
120503,,,,,Kapal Kepil,AT -Kapal Kepil,,,1,1205,1205031017
120503,,,,,Motor/Speed Boat,AT -Motor/Speed Boat,,,1,1205,1205031018
120504,,,,,Kran Darat,AT -Kran Darat,,,1,1205,1205041019
120504,,,,,Kran Apung,AT -Kran Apung,,,1,1205,1205041020
120504,,,,,Forklift,AT -Forklift,,,1,1205,1205041021
120504,,,,,Top Loader,AT -Top Loader,,,1,1205,1205041022
120504,,,,,Transtainer,AT -Transtainer,,,1,1205,1205041023
120504,,,,,Spreader,AT -Spreader,,,1,1205,1205041024
120504,,,,,Head Truck,AT -Head Truck,,,1,1205,1205041025
120504,,,,,Chassis,AT -Chassis,,,1,1205,1205041026
120504,,,,,Timbangan,AT -Timbangan,,,1,1205,1205041027
120504,,,,,Container Crane,AT -Container Crane,,,1,1205,1205041028
120505,,,,,Instalasi Air dan Peralatannya,AT -Instalasi Air dan Peralatannya,,,1,1205,1205051030
120505,,,,,Instalasi Listrik dan Peralatan,AT -Instalasi Listrik dan Peralatan,,,1,1205,1205051031
120505,,,,,Instalasi Jaringan dan Peralatan,AT -Instalasi Jaringan dan Peralatan,,,1,1205,1205051033
120506,,,,,Jalan dan Jembatan,AT -Jalan dan Jembatan,,,1,1205,1205061034
120506,,,,,Gedung Kantor,AT -Gedung Kantor,,,1,1205,1205061035
120506,,,,,Gedung Pertemuan / Sarana Olah,AT -Gedung Pertemuan / Sarana Olah,,,1,1205,1205061036
120506,,,,,Gedung Pendidikan dan Latihan,AT -Gedung Pendidikan dan Latihan,,,1,1205,1205061037
120506,,,,,Gedung Rumah Sakit,AT -Gedung Rumah Sakit,,,1,1205,1205061038
120506,,,,,Gudang Persediaan,AT -Gudang Persediaan,,,1,1205,1205061039
120506,,,,,Bengkel dan Garasi,AT -Bengkel dan Garasi,,,1,1205,1205061040
120506,,,,,Pos Jaga,AT -Pos Jaga,,,1,1205,1205061041
120506,,,,,Pagar Pelabuhan,AT -Pagar Pelabuhan,,,1,1205,1205061043
120507,,,,,Alat Kerja Teknik,AT -Alat Kerja Teknik,,,1,1205,1205071044
120507,,,,,Alat Perkantoran,AT -Alat Perkantoran,,,1,1205,1205071045
120507,,,,,Komputer dan Peralatannya,AT -Komputer dan Peralatannya,,,1,1205,1205071046
120507,,,,,Alat Pendidikan dan Latihan,AT -Alat Pendidikan dan Latihan,,,1,1205,1205071047
120507,,,,,Perlengkapan Rumah Dinas,AT -Perlengkapan Rumah Dinas,,,1,1205,1205071049
120507,,,,,Perlengk. Pmk (Termasuk Mobil),AT -Perlengk. Pmk (Termasuk Mobil),,,1,1205,1205071050
120508,,,,,Mobil,AT -Mobil,,,1,1205,1205081051
120508,,,,,Sepeda Motor,AT -Sepeda Motor,,,1,1205,1205081052
120509,,,,,Lapangan Parkir,AT -Lapangan Parkir,,,1,1205,1205091053
120509,,,,,Riol / Selokan,AT -Riol / Selokan,,,1,1205,1205091054
120506,,,,,Bangunan Gudang,AT -Bangunan Gudang,,,1,1205,1205061056
120506,,,,,Bangunan Tempat Beribadah,AT -Bangunan Tempat Beribadah,,,1,1205,1205061057
120506,,,,,Bangunan Kantin,AT -Bangunan Kantin,,,1,1205,1205061058
120502,,,,,Pengerukan Kolam,AT -Pengerukan Kolam,,,1,1205,1205021059
120504,,,,,Combined Terminal Tractor,AT -Combined Terminal Tractor,,,1,1205,1205041060
120504,,,,,Docking Station,AT -Docking Station,,,1,1205,1205041061
120504,,,,,Jembatan Timbang,AT -Jembatan Timbang,,,1,1205,1205041062
120504,,,,,Conveyor,AT -Conveyor,,,1,1205,1205041063
120505,,,,,Battery Charger,AT -Battery Charger,,,1,1205,1205051065
120505,,,,,Genzet,AT -Genzet,,,1,1205,1205051066
120505,,,,,System,AT -System,,,1,1205,1205051067
120502,,,,,Sheet File,AT -Sheet File,,,1,1205,1205021068
120502,,,,,Dermaga Beton,AT -Dermaga Beton,,,1,1205,1205021069
120502,,,,,Dermaga Baja,AT -Dermaga Baja,,,1,1205,1205021070
120502,,,,,Dermaga Kayu,AT -Dermaga Kayu,,,1,1205,1205021071
120502,,,,,Dermaga Ponton,AT -Dermaga Ponton,,,1,1205,1205021072
120502,,,,,Dolphin,AT -Dolphin,,,1,1205,1205021073
120502,,,,,Jembatan Roro,AT -Jembatan Roro,,,1,1205,1205021074
120502,,,,,Trestle/Causeway,AT -Trestle/Causeway,,,1,1205,1205021075
120502,,,,,Catwalk,AT -Catwalk,,,1,1205,1205021076
120502,,,,,Gudang Penumpukan Permanen,AT -Gudang Penumpukan Permanen,,,1,1205,1205021077
120502,,,,,Gudang Penumpukan Semi Permanen,AT -Gudang Penumpukan Semi Permanen,,,1,1205,1205021078
120502,,,,,Ponton/Mooring Buoy/Pelampung,AT -Ponton/Mooring Buoy/Pelampung,,,1,1205,1205021080
120502,,,,,Reception Facilities,AT -Reception Facilities,,,1,1205,1205021081
120502,,,,,Sarana Bantuan Navigasi,AT -Sarana Bantuan Navigasi,,,1,1205,1205021082
120503,,,,,Kapal Lain - Lain,AT -Kapal Lain - Lain,,,1,1205,1205031083
120504,,,,,Floating Crane,AT -Floating Crane,,,1,1205,1205041086
120504,,,,,Gantry Jib Crane,AT -Gantry Jib Crane,,,1,1205,1205041087
120504,,,,,Gantry Luffing Crane,AT -Gantry Luffing Crane,,,1,1205,1205041088
120504,,,,,Grab Ship Unloader,AT -Grab Ship Unloader,,,1,1205,1205041089
120504,,,,,Harbour Mobile Crane,AT -Harbour Mobile Crane,,,1,1205,1205041090
120504,,,,,Quay Container Crane,AT -Quay Container Crane,,,1,1205,1205041093
120504,,,,,Automatic Rubber Tired Gantry Crane,AT -Automatic Rubber Tired Gantry Crane,,,1,1205,1205041094
120504,,,,,Automatic Stacking Crane,AT -Automatic Stacking Crane,,,1,1205,1205041095
120504,,,,,Rail Mounted Gantry Crane,AT -Rail Mounted Gantry Crane,,,1,1205,1205041096
120504,,,,,Reach Stacker,AT -Reach Stacker,,,1,1205,1205041097
120504,,,,,Side Loader,AT -Side Loader,,,1,1205,1205041099
120504,,,,,Excavator,AT -Excavator,,,1,1205,1205041100
120504,,,,,Dolly System,AT -Dolly System,,,1,1205,1205041113
120504,,,,,Tronton,AT -Tronton,,,1,1205,1205041114
120504,,,,,Terminal Tractor,AT -Terminal Tractor,,,1,1205,1205041115
120504,,,,,Bulldozer,AT -Bulldozer,,,1,1205,1205041116
120504,,,,,Forklift Sd 5 Ton,AT -Forklift Sd 5 Ton,,,1,1205,1205041117
120504,,,,,Straddle Carrier,AT -Straddle Carrier,,,1,1205,1205041119
120504,,,,,Weight Bridge,AT -Weight Bridge,,,1,1205,1205041120
120504,,,,,Skid Steer Loader,AT -Skid Steer Loader,,,1,1205,1205041122
120504,,,,,Alat Angkat Lainnya,AT -Alat Angkat Lainnya,,,1,1205,1205041123
120504,,,,,Towing Tructor,AT -Towing Tructor,,,1,1205,1205041125
120504,,,,,Container Scanner,AT -Container Scanner,,,1,1205,1205041126
120504,,,,,Road Sweeper,AT -Road Sweeper,,,1,1205,1205041127
120504,,,,,Mobil Pemadam Kebakaran,AT -Mobil Pemadam Kebakaran,,,1,1205,1205041128
120504,,,,,Alat Reception Fasilities,AT -Alat Reception Fasilities,,,1,1205,1205041129
120504,,,,,Truck Tangki Air,AT -Truck Tangki Air,,,1,1205,1205041130
120504,,,,,Mobil Lift,AT -Mobil Lift,,,1,1205,1205041131
120504,,,,,Mesin Car Wash,AT -Mesin Car Wash,,,1,1205,1205041132
120504,,,,,Alat Penunjang Lainnya,AT -Alat Penunjang Lainnya,,,1,1205,1205041133
120505,,,,,Jaringan Instalasi Air,AT -Jaringan Instalasi Air,,,1,1205,1205051134
120505,,,,,Motor Pompa,AT -Motor Pompa,,,1,1205,1205051135
120505,,,,,Bak Reservoir,AT -Bak Reservoir,,,1,1205,1205051136
120505,,,,,Gardu Listrik,AT -Gardu Listrik,,,1,1205,1205051137
120505,,,,,Genset,AT -Genset,,,1,1205,1205051138
120505,,,,,Gardu Set,AT -Gardu Set,,,1,1205,1205051139
120505,,,,,Lampu Penerangan,AT -Lampu Penerangan,,,1,1205,1205051140
120505,,,,,Sentral Telepon/Pabx,AT -Sentral Telepon/Pabx,,,1,1205,1205051142
120505,,,,,Rumah Genset,AT -Rumah Genset,,,1,1205,1205051143
120505,,,,,Instalasi Cctv dan Peralatan,AT -Instalasi Cctv dan Peralatan,,,1,1205,1205051144
120505,,,,,Instalasi Car Call dan Peralatan,AT -Instalasi Car Call dan Peralatan,,,1,1205,1205051145
120505,,,,,Instalasi Penangkal Petir dan Peralatan,AT -Instalasi Penangkal Petir dan Peralatan,,,1,1205,1205051146
120506,,,,,"Instalasi Fire Alarm, Fighting dan Peralatan","AT -Instalasi Fire Alarm, Fighting dan Peralatan",,,1,1205,1205061147
120506,,,,,Jalan,AT -Jalan,,,1,1205,1205061148
120506,,,,,Gedung Pertemuan / Sarana Olah Raga,AT -Gedung Pertemuan / Sarana Olah Raga,,,1,1205,1205061149
120506,,,,,Gudang Persediaan Permanen,AT -Gudang Persediaan Permanen,,,1,1205,1205061150
120506,,,,,Gudang Persediaan Non Permanen,AT -Gudang Persediaan Non Permanen,,,1,1205,1205061151
120506,,,,,Bengkel dan Garasi Permanen,AT -Bengkel dan Garasi Permanen,,,1,1205,1205061152
120506,,,,,Bengkel dan Garasi Non Permanen,AT -Bengkel dan Garasi Non Permanen,,,1,1205,1205061153
120506,,,,,Terminal Penumpang Permanen,AT -Terminal Penumpang Permanen,,,1,1205,1205061154
120506,,,,,Terminal Penumpang Non Permanen,AT -Terminal Penumpang Non Permanen,,,1,1205,1205061155
120506,,,,,Pos Jaga Permanen,AT -Pos Jaga Permanen,,,1,1205,1205061156
120506,,,,,Pos Jaga Non Permanen,AT -Pos Jaga Non Permanen,,,1,1205,1205061157
120506,,,,,Rumah Dinas Permanen,AT -Rumah Dinas Permanen,,,1,1205,1205061158
120506,,,,,Rumah Dinas Non Permanen,AT -Rumah Dinas Non Permanen,,,1,1205,1205061159
120506,,,,,Bangunan Gudang Persediaan Permanen,AT -Bangunan Gudang Persediaan Permanen,,,1,1205,1205061160
120506,,,,,Bangunan Tempat Beribadah Permanen,AT -Bangunan Tempat Beribadah Permanen,,,1,1205,1205061162
120506,,,,,Bangunan Tempat Beribadah Non Permanen,AT -Bangunan Tempat Beribadah Non Permanen,,,1,1205,1205061163
120506,,,,,Reception Facilities Permanen,AT -Reception Facilities Permanen,,,1,1205,1205061164
120506,,,,,Reception Facilities Semi Permanen,AT -Reception Facilities Semi Permanen,,,1,1205,1205061165
120506,,,,,Gate,AT -Gate,,,1,1205,1205061166
120506,,,,,Bangunan Permanen Lain-Lain,AT -Bangunan Permanen Lain-Lain,,,1,1205,1205061167
120506,,,,,Bangunan Semi Permanen Lain-Lain,AT -Bangunan Semi Permanen Lain-Lain,,,1,1205,1205061168
