0,1,2,3,4,5,6,7,8,9
1433,120504001338,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Head Truck dan Chasis 21',2505
1434,120504001339,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Chasis (proyek TPB) 01,2505
1435,120504001340,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Chasis (proyek TPB) 02,2505
1436,120504001341,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Chasis 40' (TMT. Juni 2009) 04,2505
1437,120504001342,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Chasis Kalmar 06,2505
1438,120504001343,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Chasis Kalmar 07,2505
1439,120504001344,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Chasis '40 (08),2505
1440,120504001345,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Chasis '40 (09),2505
1441,120504001346,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Chasis '40 (11),2505
1442,120504001347,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Chasis '40 (12),2505
1443,120504001348,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Chasis '40 (13),2505
1444,120504001349,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Chasis '40 (14),2505
1445,120504001350,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Chasis '40 (15),2505
1446,120504001351,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Chasis '40 (16),2505
1447,120504001352,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Chasis '40 (17),2505
1448,120504001353,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Container Stacker,2505
1449,120504001354,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Elektrifikasi Container Crane 03 (ex RMGC),2505
1450,120504001355,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Rail Mounted Gantry Crane C S N (AJP KP 2014),2505
1451,120504001356,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Back Up Generator Set CC 04,2505
1452,120504001358,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Alat Pencegahan Kebakaran & Pengamanan (AJP KAP 20,2505
1453,120504001386,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:40 GMT+0700 (Western Indonesia Time),121,Tyre Extractor (eks Makassar),2505
1454,120504001404,5,2024,[object Object],[object Object],Wed Jul 17 2024 16:58:41 GMT+0700 (Western Indonesia Time),121,Jembatan Timbang CY 02 (Relokasi Cab.Bitung),2505
1890,1205040042,7,2023,[object Object],[object Object],Tue Jul 23 2024 12:09:31 GMT+0700 (Western Indonesia Time),ILCS.FRANS,Tanah Perkantoran / Perumahan HGB 362 / TANJUNG LA,2501
1892,1205040043,7,2023,[object Object],[object Object],Tue Jul 23 2024 12:09:31 GMT+0700 (Western Indonesia Time),ILCS.FRANS,Tanah Perumahan Ridge II HGB B.419/Brambaken,2501
1894,1205040044,7,2023,[object Object],[object Object],Tue Jul 23 2024 12:09:31 GMT+0700 (Western Indonesia Time),ILCS.FRANS,Tanah Yafdas HGB B.130/Yafdas,2501
1896,1205040045,7,2023,[object Object],[object Object],Tue Jul 23 2024 12:09:31 GMT+0700 (Western Indonesia Time),ILCS.FRANS,Kompleks Pelabuhan Bastiong HPL 01 / Bastiong,2501
1980,1205040090,7,2023,[object Object],[object Object],Tue Jul 23 2024 12:09:32 GMT+0700 (Western Indonesia Time),ILCS.FRANS,Tanah Rumah Manager Operasi,2501
1981,1205040091,7,2023,[object Object],[object Object],Tue Jul 23 2024 12:09:32 GMT+0700 (Western Indonesia Time),ILCS.FRANS,Tanah Rumah Manager Keuangan,2501
1988,1205050038,7,2023,[object Object],[object Object],Tue Jul 23 2024 12:09:34 GMT+0700 (Western Indonesia Time),ILCS.FRANS,test container crane ,1020
1989,1205050039,7,2023,[object Object],[object Object],Tue Jul 23 2024 12:09:34 GMT+0700 (Western Indonesia Time),ILCS.FRANS,test container crane ,1020
5829,120652000022,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:38 GMT+0700 (Western Indonesia Time),1,Kapitalisasi Bunga Pinjaman Kalibaru 2023,2301
5830,120605000921,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:39 GMT+0700 (Western Indonesia Time),1,Trestle Terminal Kijing,2301
5831,120605000922,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:39 GMT+0700 (Western Indonesia Time),1,Kantor Terminal Kijing,2306
5832,120605000923,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:39 GMT+0700 (Western Indonesia Time),1,Bengkel / Workshop,2306
5833,120605000926,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:39 GMT+0700 (Western Indonesia Time),1,Gedung Pemadam Kebakaran Terminal Kijing,2306
5834,120605000897,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:39 GMT+0700 (Western Indonesia Time),1,Pengerukan dan Reklamasi Terminal Kalibaru Tahap 1,2301
5926,125121000040,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:41 GMT+0700 (Western Indonesia Time),1,KONSULTASI PEMETAAN PEMOTONGAN DERMAGA PELABUHAN,1061
5927,125121000041,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:41 GMT+0700 (Western Indonesia Time),1,Konsultan supervisi pemotongan dermaga dan pembang,1061
5928,125111000023,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:41 GMT+0700 (Western Indonesia Time),1,Tanah HPL Otoritas Asahan,2201
5929,125111000024,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:41 GMT+0700 (Western Indonesia Time),1,Biaya Pendaftaran SK Perpanjangan/Pembaruan Hak,2302
5930,125121000001,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:41 GMT+0700 (Western Indonesia Time),1,Pngdaan Mobl PMK kap 5000 L Pel Bumihrjo,1181
5931,125121000089,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:41 GMT+0700 (Western Indonesia Time),1,Perkuatn dan Peninggian Dermaga Samudera,1061
5644,125171000001-051,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:19 GMT+0700 (Western Indonesia Time),1,Aset Tetap Dalam Konstruksi Sistem Informasi Terin,5101
5646,120509000005,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:19 GMT+0700 (Western Indonesia Time),1,Gerbang,4101
5647,120601000001,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:19 GMT+0700 (Western Indonesia Time),1,Penyusunan Business Model dan Target Operating Mod,4101
5648,120504000114,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:19 GMT+0700 (Western Indonesia Time),1,"Motor Gantry Jib Crane 5,6 dan 7 Cab. Teluk Bayur",4204
5797,120605000145,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:35 GMT+0700 (Western Indonesia Time),1,Causeway,1021
5804,120605000929,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:37 GMT+0700 (Western Indonesia Time),1,Sewage Treatment Plant Terminal Kijing,2306
5734,120505001908,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:24 GMT+0700 (Western Indonesia Time),1,BARRIER GATE + EMERGENCY BUTTON,2228
5735,120505001909,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:24 GMT+0700 (Western Indonesia Time),1,BARRIER GATE + EMERGENCY BUTTON,2228
5736,120505001830,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:24 GMT+0700 (Western Indonesia Time),1,Bangunan RF,2202
5737,120504002890,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:24 GMT+0700 (Western Indonesia Time),1,Reception Facilities,2304
5738,120506003034,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:24 GMT+0700 (Western Indonesia Time),1,Ruangan Genset dan Gudang,2201
5739,120506002457,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:24 GMT+0700 (Western Indonesia Time),1,Relokasi Gudang Terbuka,2228
5835,120605000439,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:39 GMT+0700 (Western Indonesia Time),1,Struktur Gardu Pelanggan,1021
5836,120605000276,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:39 GMT+0700 (Western Indonesia Time),1,Arsitektur dan Struktur Gate,1021
5837,120605000956,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:39 GMT+0700 (Western Indonesia Time),1,Bengkel/Workshop Terminal Kijing - ATDK Bunga P,2306
5838,120605000281,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:39 GMT+0700 (Western Indonesia Time),1,Arsitektur dan Struktur Kantin,1021
5839,120605000881,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:39 GMT+0700 (Western Indonesia Time),1,Instalasi Air Bersih Tahap 1A2,2301
5840,120605000291,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:39 GMT+0700 (Western Indonesia Time),1,Arsitektur dan Struktur Masjid,1021
5932,125121000046,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:41 GMT+0700 (Western Indonesia Time),1,KONSULTAN PENYUSUNAN DOKUMEN AMDAL KAWASAN PELABUH,1061
5933,125121000047,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:41 GMT+0700 (Western Indonesia Time),1,SPPD KE SBY DLRK KOORDINASI SISTEM E-PROC DAN KONS,1061
5784,120507001824,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:32 GMT+0700 (Western Indonesia Time),1,Passanger Enterance Gate Bandarmasih,1160
5785,120507001826,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:32 GMT+0700 (Western Indonesia Time),1,Display LED Outdoor Pada Gate Jamrud Regional III,1022
5786,120507001827,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:32 GMT+0700 (Western Indonesia Time),1,Perangkat Security Jaringan,1011
5787,120507001025,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:32 GMT+0700 (Western Indonesia Time),1,Alat Bantu Bongkar Muat,2217
5788,120602000083,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:32 GMT+0700 (Western Indonesia Time),1,Lisensi Trimble Connect,1011
5783,120509000138,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:32 GMT+0700 (Western Indonesia Time),1,TOILET UNTUK KUNJUNGAN KAPAL CRUISE,1122
5884,125121000653,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:40 GMT+0700 (Western Indonesia Time),1,Penataan & Perkuatan Lapangan Ex. Semen Indonesia,2309
5885,125121000654,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:40 GMT+0700 (Western Indonesia Time),1,Js Knslt Pgws Pek Pnataan&Prkuatan Lap Ex Smen Ind,2309
5886,125121000030,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:40 GMT+0700 (Western Indonesia Time),1,JASA KONSULTAN PERENCANA PEMBUATAN DED PEMB. STORA,1021
5887,125121000031,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:40 GMT+0700 (Western Indonesia Time),1,JASA KONSULTAN PENYUSUNAN PRELIMINARY DESIGN-ITS K,1021
5888,125111000006,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:40 GMT+0700 (Western Indonesia Time),1,Pmbbsn Lhn area wtr front dn pmnuhn RIP,1101
5889,125111000011,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:40 GMT+0700 (Western Indonesia Time),1,Tanah Ex PT. PPI di Tanjung Intan,1081
5981,120655000001,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:41 GMT+0700 (Western Indonesia Time),1,KNP-Penyempurnaan Pekerjaan Elektrikal KNP,2511
5982,120659000001,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:41 GMT+0700 (Western Indonesia Time),1,Riol (Drainase) Paket B (AJE Tahun 2020 No 31),2501
5983,125121000014,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:41 GMT+0700 (Western Indonesia Time),1,Pntaan Lap Pnumpkn di Area Drmg Tld Tgk,1031
5984,125121000015,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:41 GMT+0700 (Western Indonesia Time),1,Pmbuatan Rtaining Wall utk Public Marina,1051
5985,120656000017,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:41 GMT+0700 (Western Indonesia Time),1,Gate Wae Kelambu LB,1146
5986,120659000003,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:41 GMT+0700 (Western Indonesia Time),1,Pembuatan Saluran Drainase(PaketII) PMN,2511
5697,120502005378,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:21 GMT+0700 (Western Indonesia Time),1,Penyiapan Instalasi Cpo Antar Pulau Di P,2202
5698,120502005450,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:21 GMT+0700 (Western Indonesia Time),1,Perbaikan Rel CC Dermaga,1071
5699,120503000410,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:21 GMT+0700 (Western Indonesia Time),1,KT SEI DELI III,2202
5700,120402000015,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:21 GMT+0700 (Western Indonesia Time),1,Plaza Intan eks Bangunan Rumah Dinas Tk.II,2502
5701,120503000413,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:21 GMT+0700 (Western Indonesia Time),1,Mesin Bantu Generator KT BIMA VI,1021
5702,120502001253,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:21 GMT+0700 (Western Indonesia Time),1,Instalasi Telkom Terminal Penumpang,1131
5789,120603000001,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:32 GMT+0700 (Western Indonesia Time),1,Lisensi Non Core Business Cabang Pel Tanjung Priok,2302
5790,120602000064,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:33 GMT+0700 (Western Indonesia Time),1,SketchUp Pro,1011
5791,120604000039,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:34 GMT+0700 (Western Indonesia Time),1,Konfigurasi Software SAP Neraca per Cabang,1011
5792,120604000111,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:34 GMT+0700 (Western Indonesia Time),1,PENAMBAHAN LISENSI SAP,2501
5793,120605000142,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:35 GMT+0700 (Western Indonesia Time),1,Lapangan Penumpukan,1021
5794,120605000143,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:35 GMT+0700 (Western Indonesia Time),1,Talud Lapangan Penumpukan,1021
5890,125121000077,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:40 GMT+0700 (Western Indonesia Time),1,Pembangunan Jetty Dermaga 180,1031
5891,125121000078,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:40 GMT+0700 (Western Indonesia Time),1,Prpnjngn Drmg Umum Pel kliangt (27mx15m),1031
5892,125121000114,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:40 GMT+0700 (Western Indonesia Time),1,Pengadaan Dan Pemasangan Fender,1151
5893,125121000115,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:40 GMT+0700 (Western Indonesia Time),1,Prpnjngn Drmg Mltprps di Pel Pulng Pisau,1151
5894,125121000032,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:40 GMT+0700 (Western Indonesia Time),1,LNG FSU KE FRU,1011
5895,125121000033,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:40 GMT+0700 (Western Indonesia Time),1,Pemotongan dermaga pelabuhan dalam,1061
5934,125121000118,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:41 GMT+0700 (Western Indonesia Time),1,Perkerasan Area Konsolidasi Barang BTL,1161
5935,125121000049,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:41 GMT+0700 (Western Indonesia Time),1,SPPD PEGAWAI KE SBY DLRK PEMBAHASAN DESAIN TANGKI,1061
5936,125111000026,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:41 GMT+0700 (Western Indonesia Time),1,PENGUKURAN SERTIFIKASI 5 BIDANG TANH EKS REKLAMASI,2302
5937,125111000030,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:41 GMT+0700 (Western Indonesia Time),1,TBS - REKLAS JURNAL ATDK ASSET INDUK 37838,2304
5649,125191000001-041,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:19 GMT+0700 (Western Indonesia Time),1,AUC - Pek Jaring Overspray 9 set,4101
5650,120502001231,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:19 GMT+0700 (Western Indonesia Time),1,Open Storage Pelabuhan Dalam,1061
5651,120502001961,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:19 GMT+0700 (Western Indonesia Time),1,Lapangan Tennes,2505
5652,120502002937,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:19 GMT+0700 (Western Indonesia Time),1,Penataan Klinik & RS : Penataan Klinik Krakatau,2201
5653,120502002454,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:19 GMT+0700 (Western Indonesia Time),1,Perbaikan/Penggantian Lift Column Assy Garbarata,2502
5654,120502003239,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:20 GMT+0700 (Western Indonesia Time),1,Rel Container,2309
5741,120506003068,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:24 GMT+0700 (Western Indonesia Time),1,Jembatan Timbang (Handa Terminal),2202
5742,120506002953,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:25 GMT+0700 (Western Indonesia Time),1,Bak reservoir/penampungan,2202
5743,120506003085,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:25 GMT+0700 (Western Indonesia Time),1,Mobile Canopy,2228
5744,120506003127,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:25 GMT+0700 (Western Indonesia Time),1,Halte Pelabuhan Pelabuhan Benoa,1091
5745,120506003217,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:25 GMT+0700 (Western Indonesia Time),1,Pagar Besi Pemisah Teripang,2312
5740,120506003043,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:24 GMT+0700 (Western Indonesia Time),1,Pembuatan Patok Batas Tanah Selat Panjang,2211
5841,120605000852,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:39 GMT+0700 (Western Indonesia Time),1,Flyover dan Tapper Teluk Lamong,1011
5842,120605000563,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:39 GMT+0700 (Western Indonesia Time),1,Conveyor Bongkar,1021
5843,120605000869,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:39 GMT+0700 (Western Indonesia Time),1,"PERANGKAT VMT FOR RTG, VTM FOR TRUCK dan HHT",2511
5844,120605000886,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:39 GMT+0700 (Western Indonesia Time),1,"AC, Ventilasi, dan Exhaust Fan Bangunan",2301
5845,120605000870,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:40 GMT+0700 (Western Indonesia Time),1,"Breakwater Thp 1A1 TPK Kalibaru, Add II HK.566",2301
5846,120605000887,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:40 GMT+0700 (Western Indonesia Time),1,Instalasi Fire Alarm Tahap 1A2 TPK Kalibaru,2301
5938,125121000002,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:41 GMT+0700 (Western Indonesia Time),1,Pek Prpnjngn Drmg dan Pngrukn Kolm Kumai,1181
5939,125121000003,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:41 GMT+0700 (Western Indonesia Time),1,Pek Prpnjngn Drmg dan Pngrukn Kolm Kumai,1181
5940,125121000119,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:41 GMT+0700 (Western Indonesia Time),1,Perkuatan Pondasi Fixed Crane,1161
5941,125121000123,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:41 GMT+0700 (Western Indonesia Time),1,Revitalisasi Pel Panjang di Kotabaru,1161
5942,125111000031,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:41 GMT+0700 (Western Indonesia Time),1,Pekerjaan Jasa Konsultasi Survei I,2305
5943,125111000032,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:41 GMT+0700 (Western Indonesia Time),1,SID Pematangan Berikut Perkerasan Lahan Sei Lais,2305
5655,120502000411,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:20 GMT+0700 (Western Indonesia Time),1,Jalan Akses Pelabuhan Dalam,1061
5656,120502001770,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:20 GMT+0700 (Western Indonesia Time),1,Lapangan Parkir (Eks. Terminal Penumpang),2519
5657,120502002924,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:20 GMT+0700 (Western Indonesia Time),1,Tangki BBM Solar Kap.10KL untuk Pelabuhan Sei Kol,2207
5658,125121000001-041,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:22 GMT+0700 (Western Indonesia Time),1,Pekerjaan Perbaikan Berat Lapangan G2 dan G3,4101
5659,125121000002-041,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:20 GMT+0700 (Western Indonesia Time),1,AUC - PEKERJAAN GATE DAN KANTOR TERMINAL DOMESTIK,4101
5660,125121000003-041,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:20 GMT+0700 (Western Indonesia Time),1,AUC - PEKERJAAN GATE DAN KANTOR TERMINAL DOMESTIK,4101
5746,120506001802,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:25 GMT+0700 (Western Indonesia Time),1,REHABILITASI JEMBATAN TIMBANG GATE III,2501
5747,120506001827,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:25 GMT+0700 (Western Indonesia Time),1,CCTV (AJP KAP 2014 No.131),2508
5748,120506002258,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:25 GMT+0700 (Western Indonesia Time),1,Dinding penahan tanah di sei Pakning,2216
5749,120506003158,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:26 GMT+0700 (Western Indonesia Time),1,Sanitasi Terminal,2313
5750,120506003163,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:26 GMT+0700 (Western Indonesia Time),1,Instalasi Air Bersih,2313
5751,120507000117,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:28 GMT+0700 (Western Indonesia Time),1,Pengadaan 1 Unit Lift Baru Gedung Kantor Pusat,1011
5848,120605000971,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:40 GMT+0700 (Western Indonesia Time),1,Pekerjaan Jalan Akses Terminal Kalibaru,2301
5849,120605000873,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:40 GMT+0700 (Western Indonesia Time),1,"Container Yard Thp 1A1 TPK Kalibaru, Add II HK.566",2301
5850,125111000037,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:40 GMT+0700 (Western Indonesia Time),1,Jasa Advokat Pengaman Lahan HPL,2310
5851,125111000038,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:40 GMT+0700 (Western Indonesia Time),1,Js Advokat Pengosongan Lahan HPL,2310
5852,125121000099,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:40 GMT+0700 (Western Indonesia Time),1,Pemasangan Fender Dermaga Nusantara,1121
5853,125121000101,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:40 GMT+0700 (Western Indonesia Time),1,Rehabilitasi Dermaga Badas I,1121
5944,125121000090,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:41 GMT+0700 (Western Indonesia Time),1,Pengadaan dan Pemasangan Mooring Dolphin,1071
5945,125121000093,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:41 GMT+0700 (Western Indonesia Time),1,Pengembangan CY 02 seluas 5 Ha,1071
5946,125121000651,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:41 GMT+0700 (Western Indonesia Time),1,Prencanaan Pebaikan Brt Derm & Lap 03sd09 Sd Klp,2308
5947,125121000652,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:41 GMT+0700 (Western Indonesia Time),1,Pengembangan Derm Pelra sbg Pel Heritage Sd Klp,2308
5948,125111000033,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:41 GMT+0700 (Western Indonesia Time),1,SID Pematangan Berikut Perkerasan Lahan Sei Lais,2305
5949,125111000034,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:41 GMT+0700 (Western Indonesia Time),1,Jasa Advokat Pengaman Lahan HPL,2310
5661,125121000004-041,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:20 GMT+0700 (Western Indonesia Time),1,AUC - Perbaikan Berat Lapangan H,4101
5662,125121000005-041,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:20 GMT+0700 (Western Indonesia Time),1,AUC - PEMBANGUNAN GD PARKIR BARU,4101
5663,125161000001-041,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:20 GMT+0700 (Western Indonesia Time),1,AUC - PEKERJAAN GATE DAN KANTOR TERMINAL DOMESTIK,4101
5664,120502003470,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:20 GMT+0700 (Western Indonesia Time),1,Selokan Jalan Ambon,2307
5665,120502003700,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:20 GMT+0700 (Western Indonesia Time),1,Pipe Rack dan Pipe Line,2304
5666,120504000617,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:20 GMT+0700 (Western Indonesia Time),1,Mobil Pemadam Kebakaran Kapasitas 5.000 Liter,1081
5752,120507000149,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:28 GMT+0700 (Western Indonesia Time),1,Barier Gate Sistem dan perangkat pendukung,1021
5753,120507000035,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:28 GMT+0700 (Western Indonesia Time),1,Pompa Sirkulasi Air Ac Sentral,1011
5754,120506005130,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:28 GMT+0700 (Western Indonesia Time),1,Pembangunan Unit Pengelolaan Limbah Cair & B3,2202
5755,120506003983,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:28 GMT+0700 (Western Indonesia Time),1,Fuel Dispsr Tangki BBM Workshop&Tangki 12.000 Ltr,2306
5756,120506004297,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:29 GMT+0700 (Western Indonesia Time),1,ATS,2303
5757,120506004300,6,2024,[object Object],[object Object],Fri Aug 23 2024 13:43:29 GMT+0700 (Western Indonesia Time),1,"Instalasi Pipa Bbm, Huruf Timbul Dan Pengadaan Ac",2303
